0 0 1
0.030009 0.000000 1.000000
0.028986 0.007767 1.000000
0.025989 0.015004 1.000000
0.021220 0.021220 1.000000
0.015005 0.025989 1.000000
0.007767 0.028986 1.000000
0.000000 0.030009 1.000000
-0.007767 0.028986 1.000000
-0.015004 0.025989 1.000000
-0.021220 0.021220 1.000000
-0.025989 0.015005 1.000000
-0.028986 0.007767 1.000000
-0.030009 0.000000 1.000000
-0.028986 -0.007767 1.000000
-0.025989 -0.015004 1.000000
-0.021220 -0.021220 1.000000
-0.015005 -0.025989 1.000000
-0.007767 -0.028986 1.000000
-0.000000 -0.030009 1.000000
0.007767 -0.028986 1.000000
0.015004 -0.025989 1.000000
0.021220 -0.021220 1.000000
0.025989 -0.015005 1.000000
0.028986 -0.007767 1.000000
0.060072 0.000000 1.000000
0.058025 0.015548 1.000000
0.052024 0.030036 1.000000
0.042477 0.042477 1.000000
0.030036 0.052024 1.000000
0.015548 0.058025 1.000000
0.000000 0.060072 1.000000
-0.015548 0.058025 1.000000
-0.030036 0.052024 1.000000
-0.042477 0.042477 1.000000
-0.052024 0.030036 1.000000
-0.058025 0.015548 1.000000
-0.060072 0.000000 1.000000
-0.058025 -0.015548 1.000000
-0.052024 -0.030036 1.000000
-0.042477 -0.042477 1.000000
-0.030036 -0.052024 1.000000
-0.015548 -0.058025 1.000000
-0.000000 -0.060072 1.000000
0.015548 -0.058025 1.000000
0.030036 -0.052024 1.000000
0.042477 -0.042477 1.000000
0.052024 -0.030036 1.000000
0.058025 -0.015548 1.000000
0.090244 0.000000 1.000000
0.087169 0.023357 1.000000
0.078153 0.045122 1.000000
0.063812 0.063812 1.000000
0.045122 0.078153 1.000000
0.023357 0.087169 1.000000
0.000000 0.090244 1.000000
-0.023357 0.087169 1.000000
-0.045122 0.078153 1.000000
-0.063812 0.063812 1.000000
-0.078153 0.045122 1.000000
-0.087169 0.023357 1.000000
-0.090244 0.000000 1.000000
-0.087169 -0.023357 1.000000
-0.078153 -0.045122 1.000000
-0.063812 -0.063812 1.000000
-0.045122 -0.078153 1.000000
-0.023357 -0.087169 1.000000
-0.000000 -0.090244 1.000000
0.023357 -0.087169 1.000000
0.045122 -0.078153 1.000000
0.063812 -0.063812 1.000000
0.078153 -0.045122 1.000000
0.087169 -0.023357 1.000000
0.120579 0.000000 1.000000
0.116471 0.031208 1.000000
0.104425 0.060290 1.000000
0.085262 0.085262 1.000000
0.060290 0.104425 1.000000
0.031208 0.116471 1.000000
0.000000 0.120579 1.000000
-0.031208 0.116471 1.000000
-0.060290 0.104425 1.000000
-0.085262 0.085263 1.000000
-0.104425 0.060290 1.000000
-0.116471 0.031208 1.000000
-0.120579 0.000000 1.000000
-0.116471 -0.031208 1.000000
-0.104425 -0.060290 1.000000
-0.085263 -0.085262 1.000000
-0.060290 -0.104425 1.000000
-0.031208 -0.116471 1.000000
-0.000000 -0.120579 1.000000
0.031208 -0.116471 1.000000
0.060290 -0.104425 1.000000
0.085262 -0.085263 1.000000
0.104425 -0.060290 1.000000
0.116471 -0.031208 1.000000
0.151135 0.000000 1.000000
0.145985 0.039117 1.000000
0.130887 0.075568 1.000000
0.106869 0.106869 1.000000
0.075568 0.130887 1.000000
0.039117 0.145985 1.000000
0.000000 0.151135 1.000000
-0.039117 0.145985 1.000000
-0.075568 0.130887 1.000000
-0.106869 0.106869 1.000000
-0.130887 0.075568 1.000000
-0.145985 0.039117 1.000000
-0.151135 0.000000 1.000000
-0.145985 -0.039117 1.000000
-0.130887 -0.075568 1.000000
-0.106869 -0.106869 1.000000
-0.075568 -0.130887 1.000000
-0.039117 -0.145985 1.000000
-0.000000 -0.151135 1.000000
0.039117 -0.145985 1.000000
0.075567 -0.130887 1.000000
0.106869 -0.106869 1.000000
0.130887 -0.075568 1.000000
0.145985 -0.039117 1.000000
0.181970 0.000000 1.000000
0.175769 0.047097 1.000000
0.157590 0.090985 1.000000
0.128672 0.128672 1.000000
0.090985 0.157590 1.000000
0.047097 0.175769 1.000000
0.000000 0.181970 1.000000
-0.047097 0.175769 1.000000
-0.090985 0.157590 1.000000
-0.128672 0.128672 1.000000
-0.157590 0.090985 1.000000
-0.175769 0.047097 1.000000
-0.181970 0.000000 1.000000
-0.175769 -0.047097 1.000000
-0.157590 -0.090985 1.000000
-0.128672 -0.128672 1.000000
-0.090985 -0.157590 1.000000
-0.047097 -0.175769 1.000000
-0.000000 -0.181970 1.000000
0.047097 -0.175769 1.000000
0.090985 -0.157590 1.000000
0.128672 -0.128672 1.000000
0.157590 -0.090985 1.000000
0.175769 -0.047097 1.000000
0.213142 0.000000 1.000000
0.205880 0.055165 1.000000
0.184587 0.106571 1.000000
0.150714 0.150714 1.000000
0.106571 0.184587 1.000000
0.055165 0.205880 1.000000
0.000000 0.213142 1.000000
-0.055165 0.205880 1.000000
-0.106571 0.184587 1.000000
-0.150714 0.150715 1.000000
-0.184587 0.106571 1.000000
-0.205880 0.055165 1.000000
-0.213142 0.000000 1.000000
-0.205880 -0.055165 1.000000
-0.184587 -0.106571 1.000000
-0.150715 -0.150714 1.000000
-0.106571 -0.184587 1.000000
-0.055166 -0.205880 1.000000
-0.000000 -0.213142 1.000000
0.055165 -0.205880 1.000000
0.106571 -0.184587 1.000000
0.150714 -0.150715 1.000000
0.184587 -0.106571 1.000000
0.205880 -0.055166 1.000000
